label,stroke,point,x,y,pen
D,1,32,0.54945,0.33987,1
D,1,33,0.53748,0.31209,1
D,1,34,0.52362,0.28497,1
D,1,35,0.50793,0.25860,1
D,1,36,0.49045,0.23309,1
D,1,37,0.47124,0.20851,1
D,1,38,0.45038,0.18496,1
D,1,39,0.42794,0.16251,1
D,1,40,0.40400,0.14125,1
D,1,41,0.37864,0.12124,1
D,1,42,0.35194,0.10257,1
D,1,43,0.32402,0.08530,1
D,1,44,0.29495,0.06948,1
D,1,45,0.26484,0.05517,1
D,1,46,0.23381,0.04243,1
D,1,47,0.20196,0.03129,1
D,1,48,0.16939,0.02180,1
D,1,49,0.13623,0.01399,1
D,1,50,0.10260,0.00788,1
D,1,51,0.06860,0.00351,1
D,1,52,0.03436,0.00088,1
D,1,53,0.00000,0.00000,1
E,0,0,0.55000,1.00000,0
E,0,1,0.00000,1.00000,1
E,0,2,0.00000,0.00000,1
E,0,3,0.55000,0.00000,1
E,1,0,0.00000,0.50000,0
E,1,1,0.45000,0.50000,1
F,0,0,0.55000,1.00000,0
F,0,1,0.00000,1.00000,1
F,0,2,0.00000,0.00000,1
F,1,0,0.00000,0.50000,0
F,1,1,0.45000,0.50000,1
G,0,0,0.50926,0.88302,0
G,0,1,0.49233,0.90437,1
G,0,2,0.47453,0.92377,1
G,0,3,0.45593,0.94114,1
G,0,4,0.43663,0.95638,1
G,0,5,0.41672,0.96944,1
G,0,6,0.39630,0.98023,1
G,0,7,0.37547,0.98872,1
G,0,8,0.35432,0.99486,1
G,0,9,0.33296,0.99863,1
G,0,10,0.31148,0.99999,1
G,0,11,0.29000,0.99896,1
G,0,12,0.26862,0.99553,1
G,0,13,0.24743,0.98971,1
G,0,14,0.22655,0.98154,1
G,0,15,0.20607,0.97106,1
G,0,16,0.18608,0.95832,1
G,0,17,0.16669,0.94337,1
G,0,18,0.14799,0.92629,1
G,0,19,0.13007,0.90716,1
G,0,20,0.11302,0.88608,1
G,0,21,0.09691,0.86314,1
G,0,22,0.08182,0.83846,1
G,0,23,0.06783,0.81215,1
G,0,24,0.05500,0.78434,1
G,0,25,0.04340,0.75516,1
G,0,26,0.03308,0.72476,1
G,0,27,0.02410,0.69327,1
G,0,28,0.01648,0.66086,1
G,0,29,0.01028,0.62768,1
G,0,30,0.00551,0.59388,1
G,0,31,0.00221,0.55963,1
G,0,32,0.00039,0.52509,1
G,0,33,0.00006,0.49044,1
G,0,34,0.00121,0.45583,1
G,0,35,0.00385,0.42143,1
G,0,36,0.00796,0.38741,1
G,0,37,0.01352,0.35393,1
G,0,38,0.02051,0.32115,1
G,0,39,0.02889,0.28923,1
G,0,40,0.03862,0.25833,1
G,0,41,0.04965,0.22858,1
G,0,42,0.06193,0.20014,1
G,0,43,0.07541,0.17314,1
G,0,44,0.09001,0.14772,1
G,0,45,0.10567,0.12398,1
G,0,46,0.12231,0.10205,1
G,0,47,0.13986,0.08204,1
G,0,48,0.15822,0.06403,1
G,0,49,0.17731,0.04812,1
G,0,50,0.19704,0.03438,1
G,0,51,0.21731,0.02287,1
G,0,52,0.23803,0.01366,1
G,0,53,0.25909,0.00679,1
G,0,54,0.28040,0.00228,1
G,0,55,0.30185,0.00017,1
G,0,56,0.32334,0.00046,1
G,0,57,0.34476,0.00315,1
G,0,58,0.36602,0.00823,1
G,0,59,0.38701,0.01567,1
G,0,60,0.40763,0.02544,1
G,0,61,0.42778,0.03749,1
G,0,62,0.44736,0.05176,1
G,0,63,0.46628,0.06819,1
G,0,64,0.48445,0.08669,1
G,0,65,0.50179,0.10718,1
G,0,66,0.51820,0.12955,1
G,0,67,0.53361,0.15370,1
G,0,68,0.54795,0.17952,1
G,0,69,0.56114,0.20688,1
G,0,70,0.57313,0.23565,1
G,0,71,0.58385,0.26569,1
G,0,72,0.59326,0.29685,1
G,0,73,0.60130,0.32899,1
G,0,74,0.60100,0.32900,1
G,0,75,0.60100,0.46000,1
G,0,76,0.32000,0.46000,1
H,0,0,0.00000,0.00000,0
H,0,1,0.00000,1.00000,1
H,1,0,0.58000,0.00000,0
H,1,1,0.58000,1.00000,1
H,2,0,0.00000,0.50000,0
H,2,1,0.58000,0.50000,1
I,0,0,0.00000,1.00000,0
I,0,1,0.40000,1.00000,1
I,1,0,0.20000,1.00000,0
I,1,1,0.20000,0.00000,1
I,2,0,0.00000,0.00000,0
I,2,1,0.40000,0.00000,1
J,0,0,0.50000,1.00000,0
J,0,1,0.50000,0.26000,1
J,0,2,0.49786,0.22606,1
J,0,3,0.49148,0.19271,1
J,0,4,0.48097,0.16050,1
J,0,5,0.46651,0.13000,1
J,0,6,0.44834,0.10172,1
J,0,7,0.42678,0.07615,1
J,0,8,0.40219,0.05373,1
J,0,9,0.37500,0.03483,1
J,0,10,0.34567,0.01979,1
J,0,11,0.31470,0.00886,1
J,0,12,0.28263,0.00222,1
J,0,13,0.25000,0.00000,1
J,0,14,0.21737,0.00222,1
J,0,15,0.18530,0.00886,1
J,0,16,0.15433,0.01979,1
J,0,17,0.12500,0.03483,1
J,0,18,0.09781,0.05373,1
J,0,19,0.07322,0.07615,1
J,0,20,0.05166,0.10172,1
J,0,21,0.03349,0.13000,1
J,0,22,0.01903,0.16050,1
J,0,23,0.00852,0.19271,1
J,0,24,0.00214,0.22606,1
J,0,25,0.00000,0.26000,1
K,0,0,0.00000,0.00000,0
K,0,1,0.00000,1.00000,1
K,1,0,0.55000,1.00000,0
K,1,1,0.00000,0.38000,1
K,1,2,0.55000,0.00000,1
L,0,0,0.00000,1.00000,0
L,0,1,0.00000,0.00000,1
L,0,2,0.50000,0.00000,1
M,0,0,0.00000,0.00000,0
M,0,1,0.00000,1.00000,1
M,0,2,0.35000,0.32000,1
M,0,3,0.70000,1.00000,1
M,0,4,0.70000,0.00000,1
N,0,0,0.00000,0.00000,0
N,0,1,0.00000,1.00000,1
N,0,2,0.62000,0.00000,1
N,0,3,0.62000,1.00000,1
O,0,0,0.62000,0.50000,0
O,0,1,0.61924,0.53488,1
O,0,2,0.61698,0.56959,1
O,0,3,0.61323,0.60396,1
O,0,4,0.60799,0.63782,1
O,0,5,0.60130,0.67101,1
O,0,6,0.59320,0.70337,1
O,0,7,0.58371,0.73474,1
O,0,8,0.57289,0.76496,1
O,0,9,0.56080,0.79389,1
O,0,10,0.54747,0.82139,1
O,0,11,0.53300,0.84733,1
O,0,12,0.51743,0.87157,1
O,0,13,0.50086,0.89401,1
O,0,14,0.48335,0.91452,1
O,0,15,0.46500,0.93301,1
O,0,16,0.44590,0.94940,1
O,0,17,0.42613,0.96359,1
O,0,18,0.40580,0.97553,1
O,0,19,0.38500,0.98515,1
O,0,20,0.36383,0.99240,1
O,0,21,0.34240,0.99726,1
O,0,22,0.32082,0.99970,1
O,0,23,0.29918,0.99970,1
O,0,24,0.27760,0.99726,1
O,0,25,0.25617,0.99240,1
O,0,26,0.23500,0.98515,1
O,0,27,0.21420,0.97553,1
O,0,28,0.19387,0.96359,1
O,0,29,0.17410,0.94940,1
O,0,30,0.15500,0.93301,1
O,0,31,0.13665,0.91452,1
O,0,32,0.11914,0.89401,1
O,0,33,0.10257,0.87157,1
O,0,34,0.08700,0.84733,1
O,0,35,0.07253,0.82139,1
O,0,36,0.05920,0.79389,1
O,0,37,0.04711,0.76496,1
O,0,38,0.03629,0.73474,1
O,0,39,0.02680,0.70337,1
O,0,40,0.01870,0.67101,1
O,0,41,0.01201,0.63782,1
O,0,42,0.00677,0.60396,1
O,0,43,0.00302,0.56959,1
O,0,44,0.00076,0.53488,1
O,0,45,0.00000,0.50000,1
O,0,46,0.00076,0.46512,1
O,0,47,0.00302,0.43041,1
O,0,48,0.00677,0.39604,1
O,0,49,0.01201,0.36218,1
O,0,50,0.01870,0.32899,1
O,0,51,0.02680,0.29663,1
O,0,52,0.03629,0.26526,1
O,0,53,0.04711,0.23504,1
O,0,54,0.05920,0.20611,1
O,0,55,0.07253,0.17861,1
O,0,56,0.08700,0.15267,1
O,0,57,0.10257,0.12843,1
O,0,58,0.11914,0.10599,1
O,0,59,0.13665,0.08548,1
O,0,60,0.15500,0.06699,1
O,0,61,0.17410,0.05060,1
O,0,62,0.19387,0.03641,1
O,0,63,0.21420,0.02447,1
O,0,64,0.23500,0.01485,1
O,0,65,0.25617,0.00760,1
O,0,66,0.27760,0.00274,1
O,0,67,0.29918,0.00030,1
O,0,68,0.32082,0.00030,1
O,0,69,0.34240,0.00274,1
O,0,70,0.36383,0.00760,1
O,0,71,0.38500,0.01485,1
O,0,72,0.40580,0.02447,1
O,0,73,0.42613,0.03641,1
O,0,74,0.44590,0.05060,1
O,0,75,0.46500,0.06699,1
O,0,76,0.48335,0.08548,1
O,0,77,0.50086,0.10599,1
O,0,78,0.51743,0.12843,1
O,0,79,0.53300,0.15267,1
O,0,80,0.54747,0.17861,1
O,0,81,0.56080,0.20611,1
O,0,82,0.57289,0.23504,1
O,0,83,0.58371,0.26526,1
O,0,84,0.59320,0.29663,1
O,0,85,0.60130,0.32899,1
O,0,86,0.60799,0.36218,1
O,0,87,0.61323,0.39604,1
O,0,88,0.61698,0.43041,1
O,0,89,0.61924,0.46512,1
O,0,90,0.62000,0.50000,1
P,0,0,0.00000,0.00000,0
P,0,1,0.00000,1.00000,1
P,1,0,0.00000,1.00000,0
P,1,1,0.03422,0.99880,1
P,1,2,0.06813,0.99521,1
P,1,3,0.10142,0.98927,1
P,1,4,0.13380,0.98102,1
P,1,5,0.16496,0.97054,1
P,1,6,0.19463,0.95793,1
P,1,7,0.22254,0.94330,1
P,1,8,0.24843,0.92679,1
P,1,9,0.27207,0.90854,1
P,1,10,0.29325,0.88872,1
P,1,11,0.31177,0.86750,1
P,1,12,0.32747,0.84508,1
P,1,13,0.34020,0.82167,1
P,1,14,0.34985,0.79748,1
P,1,15,0.35634,0.77271,1
P,1,16,0.35959,0.74761,1
P,1,17,0.35959,0.72239,1
P,1,18,0.35634,0.69729,1
P,1,19,0.34985,0.67252,1
P,1,20,0.34020,0.64833,1
P,1,21,0.32747,0.62492,1
P,1,22,0.31177,0.60250,1
P,1,23,0.29325,0.58128,1
P,1,24,0.27207,0.56146,1
P,1,25,0.24843,0.54321,1
P,1,26,0.22254,0.52670,1
P,1,27,0.19463,0.51207,1
P,1,28,0.16496,0.49946,1
P,1,29,0.13380,0.48898,1
P,1,30,0.10142,0.48073,1
P,1,31,0.06813,0.47479,1
P,1,32,0.03422,0.47120,1
P,1,33,0.00000,0.47000,1
Q,0,0,0.62000,0.50000,0
Q,0,1,0.61924,0.53488,1
Q,0,2,0.61698,0.56959,1
Q,0,3,0.61323,0.60396,1
Q,0,4,0.60799,0.63782,1
Q,0,5,0.60130,0.67101,1
Q,0,6,0.59320,0.70337,1
Q,0,7,0.58371,0.73474,1
Q,0,8,0.57289,0.76496,1
Q,0,9,0.56080,0.79389,1
Q,0,10,0.54747,0.82139,1
Q,0,11,0.53300,0.84733,1
Q,0,12,0.51743,0.87157,1
Q,0,13,0.50086,0.89401,1
Q,0,14,0.48335,0.91452,1
Q,0,15,0.46500,0.93301,1
Q,0,16,0.44590,0.94940,1
Q,0,17,0.42613,0.96359,1
Q,0,18,0.40580,0.97553,1
Q,0,19,0.38500,0.98515,1
Q,0,20,0.36383,0.99240,1
Q,0,21,0.34240,0.99726,1
Q,0,22,0.32082,0.99970,1
Q,0,23,0.29918,0.99970,1
Q,0,24,0.27760,0.99726,1
Q,0,25,0.25617,0.99240,1
Q,0,26,0.23500,0.98515,1
Q,0,27,0.21420,0.97553,1
Q,0,28,0.19387,0.96359,1
Q,0,29,0.17410,0.94940,1
Q,0,30,0.15500,0.93301,1
Q,0,31,0.13665,0.91452,1
Q,0,32,0.11914,0.89401,1
Q,0,33,0.10257,0.87157,1
Q,0,34,0.08700,0.84733,1
Q,0,35,0.07253,0.82139,1
Q,0,36,0.05920,0.79389,1
Q,0,37,0.04711,0.76496,1
Q,0,38,0.03629,0.73474,1
Q,0,39,0.02680,0.70337,1
Q,0,40,0.01870,0.67101,1
Q,0,41,0.01201,0.63782,1
Q,0,42,0.00677,0.60396,1
Q,0,43,0.00302,0.56959,1
Q,0,44,0.00076,0.53488,1
Q,0,45,0.00000,0.50000,1
Q,0,46,0.00076,0.46512,1
Q,0,47,0.00302,0.43041,1
Q,0,48,0.00677,0.39604,1
Q,0,49,0.01201,0.36218,1
Q,0,50,0.01870,0.32899,1
Q,0,51,0.02680,0.29663,1
Q,0,52,0.03629,0.26526,1
Q,0,53,0.04711,0.23504,1
Q,0,54,0.05920,0.20611,1
Q,0,55,0.07253,0.17861,1
Q,0,56,0.08700,0.15267,1
Q,0,57,0.10257,0.12843,1
Q,0,58,0.11914,0.10599,1
Q,0,59,0.13665,0.08548,1
Q,0,60,0.15500,0.06699,1
Q,0,61,0.17410,0.05060,1
Q,0,62,0.19387,0.03641,1
Q,0,63,0.21420,0.02447,1
Q,0,64,0.23500,0.01485,1
Q,0,65,0.25617,0.00760,1
Q,0,66,0.27760,0.00274,1
Q,0,67,0.29918,0.00030,1
Q,0,68,0.32082,0.00030,1
Q,0,69,0.34240,0.00274,1
Q,0,70,0.36383,0.00760,1
Q,0,71,0.38500,0.01485,1
Q,0,72,0.40580,0.02447,1
Q,0,73,0.42613,0.03641,1
Q,0,74,0.44590,0.05060,1
Q,0,75,0.46500,0.06699,1
Q,0,76,0.48335,0.08548,1
Q,0,77,0.50086,0.10599,1
Q,0,78,0.51743,0.12843,1
Q,0,79,0.53300,0.15267,1
Q,0,80,0.54747,0.17861,1
Q,0,81,0.56080,0.20611,1
Q,0,82,0.57289,0.23504,1
Q,0,83,0.58371,0.26526,1
Q,0,84,0.59320,0.29663,1
Q,0,85,0.60130,0.32899,1
Q,0,86,0.60799,0.36218,1
Q,0,87,0.61323,0.39604,1
Q,0,88,0.61698,0.43041,1
Q,0,89,0.61924,0.46512,1
Q,0,90,0.62000,0.50000,1
Q,1,0,0.38000,0.22000,0
Q,1,1,0.64000,-0.06000,1
R,0,0,0.00000,0.00000,0
R,0,1,0.00000,1.00000,1
R,1,0,0.00000,1.00000,0
R,1,1,0.03440,0.99864,1
R,1,2,0.06844,0.99458,1
R,1,3,0.10178,0.98785,1
R,1,4,0.13408,0.97852,1
R,1,5,0.16500,0.96670,1
R,1,6,0.19423,0.95250,1
R,1,7,0.22147,0.93607,1
R,1,8,0.24643,0.91758,1
R,1,9,0.26886,0.89721,1
R,1,10,0.28854,0.87518,1
R,1,11,0.30525,0.85170,1
R,1,12,0.31884,0.82704,1
R,1,13,0.32915,0.80142,1
R,1,14,0.33608,0.77513,1
R,1,15,0.33956,0.74842,1
R,1,16,0.33956,0.72158,1
R,1,17,0.33608,0.69487,1
R,1,18,0.32915,0.66858,1
R,1,19,0.31884,0.64296,1
R,1,20,0.30525,0.61830,1
R,1,21,0.28854,0.59482,1
R,1,22,0.26886,0.57279,1
R,1,23,0.24643,0.55242,1
R,1,24,0.22147,0.53393,1
R,1,25,0.19423,0.51750,1
R,1,26,0.16500,0.50330,1
R,1,27,0.13408,0.49148,1
R,1,28,0.10178,0.48215,1
R,1,29,0.06844,0.47542,1
R,1,30,0.03440,0.47136,1
R,1,31,0.00000,0.47000,1
R,2,0,0.06000,0.47000,0
R,2,1,0.56000,0.00000,1
S,0,0,0.53000,0.85000,0
S,0,1,0.52940,0.87026,1
S,0,2,0.52575,0.88903,1
S,0,3,0.51926,0.90629,1
S,0,4,0.51014,0.92201,1
S,0,5,0.49861,0.93616,1
S,0,6,0.48488,0.94872,1
S,0,7,0.46916,0.95967,1
S,0,8,0.45167,0.96898,1
S,0,9,0.43262,0.97663,1
S,0,10,0.41222,0.98259,1
S,0,11,0.39069,0.98684,1
S,0,12,0.36824,0.98936,1
S,0,13,0.34508,0.99012,1
S,0,14,0.32143,0.98909,1
S,0,15,0.29750,0.98625,1
S,0,16,0.27350,0.98158,1
S,0,17,0.24965,0.97505,1
S,0,18,0.22616,0.96664,1
S,0,19,0.20324,0.95632,1
S,0,20,0.18111,0.94407,1
S,0,21,0.15998,0.92987,1
S,0,22,0.14006,0.91369,1
S,0,23,0.12157,0.89550,1
S,0,24,0.10472,0.87528,1
S,0,25,0.08972,0.85301,1
S,0,26,0.07679,0.82866,1
S,0,27,0.06614,0.80221,1
S,0,28,0.05798,0.77363,1
S,0,29,0.05253,0.74290,1
S,0,30,0.05000,0.71000,1
S,0,31,0.05090,0.68771,1
S,0,32,0.05560,0.66739,1
S,0,33,0.06381,0.64889,1
S,0,34,0.07523,0.63203,1
S,0,35,0.08953,0.61665,1
S,0,36,0.10643,0.60259,1
S,0,37,0.12562,0.58968,1
S,0,38,0.14679,0.57776,1
S,0,39,0.16963,0.56667,1
S,0,40,0.19384,0.55623,1
S,0,41,0.21913,0.54628,1
S,0,42,0.24517,0.53667,1
S,0,43,0.27167,0.52722,1
S,0,44,0.29833,0.51776,1
S,0,45,0.32483,0.50815,1
S,0,46,0.35087,0.49820,1
S,0,47,0.37616,0.48776,1
S,0,48,0.40037,0.47667,1
S,0,49,0.42321,0.46475,1
S,0,50,0.44438,0.45184,1
S,0,51,0.46357,0.43778,1
S,0,52,0.48047,0.42240,1
S,0,53,0.49477,0.40554,1
S,0,54,0.50619,0.38704,1
S,0,55,0.51440,0.36672,1
S,0,56,0.51910,0.34443,1
S,0,57,0.52000,0.32000,1
S,0,58,0.51740,0.28803,1
S,0,59,0.51180,0.25832,1
S,0,60,0.50343,0.23083,1
S,0,61,0.49251,0.20554,1
S,0,62,0.47926,0.18241,1
S,0,63,0.46389,0.16141,1
S,0,64,0.44662,0.14252,1
S,0,65,0.42767,0.12571,1
S,0,66,0.40727,0.11094,1
S,0,67,0.38562,0.09820,1
S,0,68,0.36296,0.08743,1
S,0,69,0.33949,0.07863,1
S,0,70,0.31544,0.07176,1
S,0,71,0.29103,0.06678,1
S,0,72,0.26647,0.06368,1
S,0,73,0.24198,0.06242,1
S,0,74,0.21779,0.06296,1
S,0,75,0.19410,0.06529,1
S,0,76,0.17115,0.06937,1
S,0,77,0.14915,0.07517,1
S,0,78,0.12832,0.08266,1
S,0,79,0.10887,0.09182,1
S,0,80,0.09104,0.10261,1
S,0,81,0.07502,0.11500,1
S,0,82,0.06105,0.12897,1
S,0,83,0.04935,0.14448,1
S,0,84,0.04012,0.16151,1
S,0,85,0.03360,0.18003,1
S,0,86,0.03000,0.20000,1
T,0,0,0.00000,1.00000,0
T,0,1,0.55000,1.00000,1
T,1,0,0.27500,1.00000,0
T,1,1,0.27500,0.00000,1
U,0,0,0.00000,1.00000,0
U,0,1,0.00000,0.28000,1
U,0,2,0.00196,0.24749,1
U,0,3,0.00782,0.21543,1
U,0,4,0.01749,0.18423,1
U,0,5,0.03085,0.15434,1
U,0,6,0.04771,0.12614,1
U,0,7,0.06785,0.10002,1
U,0,8,0.09099,0.07634,1
U,0,9,0.11682,0.05541,1
U,0,10,0.14500,0.03751,1
U,0,11,0.17514,0.02290,1
U,0,12,0.20683,0.01176,1
U,0,13,0.23964,0.00425,1
U,0,14,0.27314,0.00047,1
U,0,15,0.30686,0.00047,1
U,0,16,0.34036,0.00425,1
U,0,17,0.37317,0.01176,1
U,0,18,0.40486,0.02290,1
U,0,19,0.43500,0.03751,1
U,0,20,0.46318,0.05541,1
U,0,21,0.48901,0.07634,1
U,0,22,0.51215,0.10002,1
U,0,23,0.53229,0.12614,1
U,0,24,0.54915,0.15434,1
U,0,25,0.56251,0.18423,1
U,0,26,0.57218,0.21543,1
U,0,27,0.57804,0.24749,1
U,0,28,0.58000,0.28000,1
U,0,29,0.58000,1.00000,1
V,0,0,0.00000,1.00000,0
V,0,1,0.29000,0.00000,1
V,0,2,0.58000,1.00000,1
W,0,0,0.00000,1.00000,0
W,0,1,0.19500,0.00000,1
W,0,2,0.39000,0.62000,1
W,0,3,0.58500,0.00000,1
W,0,4,0.78000,1.00000,1
X,0,0,0.00000,1.00000,0
X,0,1,0.58000,0.00000,1
X,1,0,0.00000,0.00000,0
X,1,1,0.58000,1.00000,1
Y,0,0,0.00000,1.00000,0
Y,0,1,0.29000,0.52000,1
Y,0,2,0.58000,1.00000,1
Y,1,0,0.29000,0.52000,0
Y,1,1,0.29000,0.00000,1
Z,0,0,0.00000,1.00000,0
Z,0,1,0.56000,1.00000,1
Z,0,2,0.00000,0.00000,1
Z,0,3,0.56000,0.00000,1
